timestamp,junction_name,latitude,longitude,congestion_level,avg_speed_kmph,hour,is_weekend,location,station,PM2.5,PM10,NO2,SO2,CO,AQI,temp,humidity,wind_speed,weather_main,rain_1h,traffic_aqi_lag1
2026-05-29 22:00:00+00:00,Hebbal,13.035,77.597,26,41.13,22,0,Hebbal,Hebbal,71.61,105.98,34.62,6.73,1.08,132,22.83,83,9.63,Haze,0.0,21.0
2026-05-29 23:00:00+00:00,Hebbal,13.035,77.597,4,52.0,23,0,Hebbal,Hebbal,40.22,123.92,34.92,8.02,0.71,117,23.09,83,11.13,Haze,0.0,26.0
2026-05-30 00:00:00+00:00,Hebbal,13.035,77.597,4,50.59,0,1,Hebbal,Hebbal,42.0,96.42,20.63,12.41,1.2,110,23.49,76,9.86,Clouds,0.0,4.0
2026-05-30 01:00:00+00:00,Hebbal,13.035,77.597,8,50.48,1,1,Hebbal,Hebbal,62.83,86.41,39.22,12.14,1.16,110,25.08,75,7.19,Clouds,0.0,4.0
2026-05-30 02:00:00+00:00,Hebbal,13.035,77.597,6,51.35,2,1,Hebbal,Hebbal,54.58,64.58,14.34,6.06,0.64,92,26.68,63,8.57,Haze,0.0,8.0
2026-05-30 03:00:00+00:00,Hebbal,13.035,77.597,7,50.31,3,1,Hebbal,Hebbal,50.09,65.65,14.86,13.27,0.85,85,27.88,66,5.27,Clouds,0.0,6.0
2026-05-30 04:00:00+00:00,Hebbal,13.035,77.597,4,50.01,4,1,Hebbal,Hebbal,34.25,58.53,21.79,12.39,0.68,78,29.18,58,5.25,Clouds,0.0,7.0
2026-05-30 05:00:00+00:00,Hebbal,13.035,77.597,8,50.22,5,1,Hebbal,Hebbal,41.73,63.4,27.29,6.52,0.99,84,30.02,51,7.68,Clouds,0.0,4.0
2026-05-29 06:00:00+00:00,Marathahalli,12.959,77.697,24,41.92,6,0,Peenya,Peenya,96.23,150.66,31.47,10.43,1.01,208,31.25,43,8.34,Haze,0.0,
2026-05-29 07:00:00+00:00,Marathahalli,12.959,77.697,30,37.93,7,0,Peenya,Peenya,96.23,150.66,31.47,10.43,1.01,208,31.84,43,7.65,Haze,0.0,24.0
2026-05-29 08:00:00+00:00,Marathahalli,12.959,77.697,65,29.05,8,0,Peenya,Peenya,96.23,150.66,31.47,10.43,1.01,208,32.0,42,7.69,Clouds,0.0,30.0
2026-05-29 09:00:00+00:00,Marathahalli,12.959,77.697,74,27.87,9,0,Peenya,Peenya,96.23,150.66,31.47,10.43,1.01,208,32.0,48,13.44,Clouds,0.0,65.0
2026-05-29 10:00:00+00:00,Marathahalli,12.959,77.697,70,25.26,10,0,Peenya,Peenya,96.23,150.66,31.47,10.43,1.01,208,31.79,48,14.92,Haze,0.0,74.0
2026-05-29 11:00:00+00:00,Marathahalli,12.959,77.697,63,26.93,11,0,Peenya,Peenya,104.52,150.17,44.36,7.66,1.57,197,31.12,49,13.8,Haze,0.0,70.0
2026-05-29 12:00:00+00:00,Marathahalli,12.959,77.697,35,37.47,12,0,Peenya,Peenya,64.95,137.46,24.15,11.96,1.12,140,30.31,51,15.98,Clouds,0.0,63.0
2026-05-29 13:00:00+00:00,Marathahalli,12.959,77.697,36,37.64,13,0,Peenya,Peenya,77.7,126.48,30.11,9.54,0.96,161,26.77,69,15.47,Rain,5.68,35.0
2026-05-29 14:00:00+00:00,Marathahalli,12.959,77.697,33,36.25,14,0,Peenya,Peenya,82.83,110.99,36.17,11.03,1.25,161,27.42,59,18.93,Clear,0.0,36.0
2026-05-29 15:00:00+00:00,Marathahalli,12.959,77.697,28,38.33,15,0,Peenya,Peenya,61.76,149.78,39.61,7.52,0.76,142,26.11,64,18.67,Clouds,0.0,33.0
2026-05-29 16:00:00+00:00,Marathahalli,12.959,77.697,30,39.13,16,0,Peenya,Peenya,71.7,144.98,34.16,13.77,1.09,146,25.26,73,16.56,Haze,0.0,28.0
2026-05-29 17:00:00+00:00,Marathahalli,12.959,77.697,64,27.1,17,0,Peenya,Peenya,72.74,112.07,27.91,9.43,0.89,161,23.73,81,15.43,Clouds,0.0,30.0
2026-05-29 18:00:00+00:00,Marathahalli,12.959,77.697,73,24.92,18,0,Peenya,Peenya,82.54,183.15,35.01,10.66,1.11,190,22.0,84,19.23,Rain,3.18,64.0
2026-05-29 19:00:00+00:00,Marathahalli,12.959,77.697,54,28.41,19,0,Peenya,Peenya,100.91,153.35,45.8,9.41,1.33,182,22.13,82,18.6,Clear,0.0,73.0
2026-05-29 20:00:00+00:00,Marathahalli,12.959,77.697,63,28.63,20,0,Peenya,Peenya,102.23,180.99,36.84,12.87,1.16,204,22.0,84,16.81,Clouds,0.0,54.0
2026-05-29 21:00:00+00:00,Marathahalli,12.959,77.697,32,36.77,21,0,Peenya,Peenya,107.75,190.98,47.87,6.77,1.28,183,22.0,80,15.12,Clouds,0.0,63.0
2026-05-29 22:00:00+00:00,Marathahalli,12.959,77.697,22,40.92,22,0,Peenya,Peenya,105.92,164.34,42.35,12.22,1.21,205,22.83,83,9.63,Haze,0.0,32.0
2026-05-29 23:00:00+00:00,Marathahalli,12.959,77.697,8,50.66,23,0,Peenya,Peenya,70.44,126.62,31.55,7.67,1.27,149,23.09,83,11.13,Haze,0.0,22.0
2026-05-30 00:00:00+00:00,Marathahalli,12.959,77.697,6,52.08,0,1,Peenya,Peenya,79.72,121.4,20.92,7.43,0.82,141,23.49,76,9.86,Clouds,0.0,8.0
2026-05-30 01:00:00+00:00,Marathahalli,12.959,77.697,6,51.88,1,1,Peenya,Peenya,89.46,135.11,31.04,8.53,1.14,152,25.08,75,7.19,Clouds,0.0,6.0
2026-05-30 02:00:00+00:00,Marathahalli,12.959,77.697,5,49.48,2,1,Peenya,Peenya,57.91,82.77,14.85,11.67,0.56,104,26.68,63,8.57,Haze,0.0,6.0
2026-05-30 03:00:00+00:00,Marathahalli,12.959,77.697,11,46.86,3,1,Peenya,Peenya,50.95,76.02,18.56,8.51,0.77,126,27.88,66,5.27,Clouds,0.0,5.0
2026-05-30 04:00:00+00:00,Marathahalli,12.959,77.697,7,50.83,4,1,Peenya,Peenya,41.64,119.21,15.15,11.62,0.71,124,29.18,58,5.25,Clouds,0.0,11.0
2026-05-30 05:00:00+00:00,Marathahalli,12.959,77.697,3,54.34,5,1,Peenya,Peenya,54.58,85.73,30.31,6.83,0.65,101,30.02,51,7.68,Clouds,0.0,7.0
2026-05-29 06:00:00+00:00,Silk Board,12.917,77.623,43,33.28,6,0,Silk Board,Silk Board,114.91,162.57,30.02,8.57,1.33,218,31.25,43,8.34,Haze,0.0,
2026-05-29 07:00:00+00:00,Silk Board,12.917,77.623,40,33.2,7,0,Silk Board,Silk Board,114.91,162.57,30.02,8.57,1.33,218,31.84,43,7.65,Haze,0.0,43.0
2026-05-29 08:00:00+00:00,Silk Board,12.917,77.623,78,26.99,8,0,Silk Board,Silk Board,114.91,162.57,30.02,8.57,1.33,218,32.0,42,7.69,Clouds,0.0,40.0
2026-05-29 09:00:00+00:00,Silk Board,12.917,77.623,95,20.93,9,0,Silk Board,Silk Board,114.91,162.57,30.02,8.57,1.33,218,32.0,48,13.44,Clouds,0.0,78.0
2026-05-29 10:00:00+00:00,Silk Board,12.917,77.623,78,24.73,10,0,Silk Board,Silk Board,114.91,162.57,30.02,8.57,1.33,218,31.79,48,14.92,Haze,0.0,95.0
2026-05-29 11:00:00+00:00,Silk Board,12.917,77.623,92,22.03,11,0,Silk Board,Silk Board,105.79,205.45,39.52,10.09,1.17,221,31.12,49,13.8,Haze,0.0,78.0
2026-05-29 12:00:00+00:00,Silk Board,12.917,77.623,39,36.53,12,0,Silk Board,Silk Board,75.52,151.02,33.87,11.92,1.19,152,30.31,51,15.98,Clouds,0.0,92.0
2026-05-29 13:00:00+00:00,Silk Board,12.917,77.623,29,38.72,13,0,Silk Board,Silk Board,83.37,137.93,32.7,11.69,0.99,152,26.77,69,15.47,Rain,5.68,39.0
2026-05-29 14:00:00+00:00,Silk Board,12.917,77.623,51,29.61,14,0,Silk Board,Silk Board,70.09,132.22,25.51,7.44,1.04,146,27.42,59,18.93,Clear,0.0,29.0
2026-05-29 15:00:00+00:00,Silk Board,12.917,77.623,41,34.55,15,0,Silk Board,Silk Board,72.35,135.48,23.5,12.33,1.25,159,26.11,64,18.67,Clouds,0.0,51.0
2026-05-29 16:00:00+00:00,Silk Board,12.917,77.623,40,36.13,16,0,Silk Board,Silk Board,68.52,158.48,36.33,7.09,1.0,153,25.26,73,16.56,Haze,0.0,41.0
2026-05-29 17:00:00+00:00,Silk Board,12.917,77.623,88,25.06,17,0,Silk Board,Silk Board,94.43,130.41,23.3,10.72,0.99,160,23.73,81,15.43,Clouds,0.0,40.0
2026-05-29 18:00:00+00:00,Silk Board,12.917,77.623,88,22.95,18,0,Silk Board,Silk Board,100.66,164.14,42.54,11.07,1.01,219,22.0,84,19.23,Rain,3.18,88.0
2026-05-29 19:00:00+00:00,Silk Board,12.917,77.623,91,22.14,19,0,Silk Board,Silk Board,112.48,187.15,48.08,7.84,1.5,193,22.13,82,18.6,Clear,0.0,88.0
2026-05-29 20:00:00+00:00,Silk Board,12.917,77.623,79,26.74,20,0,Silk Board,Silk Board,91.54,199.67,32.48,13.12,1.49,197,22.0,84,16.81,Clouds,0.0,91.0
2026-05-29 21:00:00+00:00,Silk Board,12.917,77.623,49,29.71,21,0,Silk Board,Silk Board,105.97,183.41,29.26,6.69,1.39,211,22.0,80,15.12,Clouds,0.0,79.0
2026-05-29 22:00:00+00:00,Silk Board,12.917,77.623,39,34.05,22,0,Silk Board,Silk Board,101.43,170.19,46.94,8.89,1.45,194,22.83,83,9.63,Haze,0.0,49.0
2026-05-29 23:00:00+00:00,Silk Board,12.917,77.623,8,49.92,23,0,Silk Board,Silk Board,91.05,162.53,25.28,6.78,1.18,169,23.09,83,11.13,Haze,0.0,39.0
2026-05-30 00:00:00+00:00,Silk Board,12.917,77.623,7,50.24,0,1,Silk Board,Silk Board,75.88,139.45,24.65,8.41,1.13,156,23.49,76,9.86,Clouds,0.0,8.0
2026-05-30 01:00:00+00:00,Silk Board,12.917,77.623,7,50.56,1,1,Silk Board,Silk Board,68.77,154.07,23.62,10.89,0.73,163,25.08,75,7.19,Clouds,0.0,7.0
2026-05-30 02:00:00+00:00,Silk Board,12.917,77.623,7,51.36,2,1,Silk Board,Silk Board,56.02,115.36,25.44,8.15,0.66,117,26.68,63,8.57,Haze,0.0,7.0
2026-05-30 03:00:00+00:00,Silk Board,12.917,77.623,0,55.0,3,1,Silk Board,Silk Board,74.97,110.79,21.92,7.13,0.83,130,27.88,66,5.27,Clouds,0.0,7.0
2026-05-30 04:00:00+00:00,Silk Board,12.917,77.623,5,49.49,4,1,Silk Board,Silk Board,64.38,105.46,26.15,8.86,0.45,131,29.18,58,5.25,Clouds,0.0,0.0
2026-05-30 05:00:00+00:00,Silk Board,12.917,77.623,4,53.57,5,1,Silk Board,Silk Board,71.28,83.1,16.03,11.35,0.86,121,30.02,51,7.68,Clouds,0.0,5.0
2026-05-29 06:00:00+00:00,Whitefield,12.969,77.75,31,37.09,6,0,Whitefield,Whitefield,81.6,152.66,35.8,11.51,1.34,171,31.25,43,8.34,Haze,0.0,
2026-05-29 07:00:00+00:00,Whitefield,12.969,77.75,25,38.49,7,0,Whitefield,Whitefield,81.6,152.66,35.8,11.51,1.34,171,31.84,43,7.65,Haze,0.0,31.0
2026-05-29 08:00:00+00:00,Whitefield,12.969,77.75,70,27.28,8,0,Whitefield,Whitefield,81.6,152.66,35.8,11.51,1.34,171,32.0,42,7.69,Clouds,0.0,25.0
2026-05-29 09:00:00+00:00,Whitefield,12.969,77.75,64,27.25,9,0,Whitefield,Whitefield,81.6,152.66,35.8,11.51,1.34,171,32.0,48,13.44,Clouds,0.0,70.0
2026-05-29 10:00:00+00:00,Whitefield,12.969,77.75,77,24.7,10,0,Whitefield,Whitefield,81.6,152.66,35.8,11.51,1.34,171,31.79,48,14.92,Haze,0.0,64.0
2026-05-29 11:00:00+00:00,Whitefield,12.969,77.75,72,26.98,11,0,Whitefield,Whitefield,80.51,149.13,44.58,6.24,1.08,181,31.12,49,13.8,Haze,0.0,77.0
2026-05-29 12:00:00+00:00,Whitefield,12.969,77.75,29,39.68,12,0,Whitefield,Whitefield,59.31,109.59,33.68,13.08,0.87,124,30.31,51,15.98,Clouds,0.0,72.0
2026-05-29 13:00:00+00:00,Whitefield,12.969,77.75,43,32.76,13,0,Whitefield,Whitefield,57.69,118.35,33.09,13.12,1.08,130,26.77,69,15.47,Rain,5.68,29.0
2026-05-29 14:00:00+00:00,Whitefield,12.969,77.75,34,36.62,14,0,Whitefield,Whitefield,58.41,119.18,21.77,12.5,1.17,135,27.42,59,18.93,Clear,0.0,43.0
2026-05-29 15:00:00+00:00,Whitefield,12.969,77.75,35,36.92,15,0,Whitefield,Whitefield,66.04,133.25,33.6,7.38,1.06,126,26.11,64,18.67,Clouds,0.0,34.0
2026-05-29 16:00:00+00:00,Whitefield,12.969,77.75,41,33.13,16,0,Whitefield,Whitefield,65.78,130.66,24.89,6.8,0.76,133,25.26,73,16.56,Haze,0.0,35.0
2026-05-29 17:00:00+00:00,Whitefield,12.969,77.75,83,24.23,17,0,Whitefield,Whitefield,68.81,110.01,39.34,10.77,0.82,125,23.73,81,15.43,Clouds,0.0,41.0
2026-05-29 18:00:00+00:00,Whitefield,12.969,77.75,69,26.4,18,0,Whitefield,Whitefield,75.53,164.41,32.04,9.52,1.37,183,22.0,84,19.23,Rain,3.18,83.0
2026-05-29 19:00:00+00:00,Whitefield,12.969,77.75,80,23.6,19,0,Whitefield,Whitefield,85.7,162.51,47.02,8.06,1.33,158,22.13,82,18.6,Clear,0.0,69.0
2026-05-29 20:00:00+00:00,Whitefield,12.969,77.75,68,27.37,20,0,Whitefield,Whitefield,83.67,160.1,42.03,6.3,1.03,161,22.0,84,16.81,Clouds,0.0,80.0
2026-05-29 21:00:00+00:00,Whitefield,12.969,77.75,34,38.36,21,0,Whitefield,Whitefield,79.55,159.98,40.58,6.03,1.4,154,22.0,80,15.12,Clouds,0.0,68.0
2026-05-29 22:00:00+00:00,Whitefield,12.969,77.75,31,36.32,22,0,Whitefield,Whitefield,89.23,125.05,32.95,6.86,1.05,172,22.83,83,9.63,Haze,0.0,34.0
2026-05-29 23:00:00+00:00,Whitefield,12.969,77.75,9,46.58,23,0,Whitefield,Whitefield,73.44,97.27,20.35,6.21,1.07,143,23.09,83,11.13,Haze,0.0,31.0
2026-05-30 00:00:00+00:00,Whitefield,12.969,77.75,11,48.98,0,1,Whitefield,Whitefield,59.32,110.97,21.21,10.27,1.02,126,23.49,76,9.86,Clouds,0.0,9.0
2026-05-30 01:00:00+00:00,Whitefield,12.969,77.75,1,53.92,1,1,Whitefield,Whitefield,76.26,132.2,33.92,6.45,1.28,141,25.08,75,7.19,Clouds,0.0,11.0
2026-05-30 02:00:00+00:00,Whitefield,12.969,77.75,5,51.2,2,1,Whitefield,Whitefield,58.77,93.87,22.32,10.82,0.63,99,26.68,63,8.57,Haze,0.0,1.0
2026-05-30 03:00:00+00:00,Whitefield,12.969,77.75,4,53.76,3,1,Whitefield,Whitefield,44.51,84.56,31.5,12.0,0.81,87,27.88,66,5.27,Clouds,0.0,5.0
2026-05-30 04:00:00+00:00,Whitefield,12.969,77.75,5,51.78,4,1,Whitefield,Whitefield,41.54,64.46,13.15,13.56,0.99,110,29.18,58,5.25,Clouds,0.0,4.0
2026-05-30 05:00:00+00:00,Whitefield,12.969,77.75,5,49.8,5,1,Whitefield,Whitefield,60.16,70.16,12.54,7.54,0.65,103,30.02,51,7.68,Clouds,0.0,5.0
